ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Abundancia (ind/m3),Biomasa                       (mg C/m3),Peso             (g),Talla (mm),Nombre común,Hábitat,Dominio,Referencia,Enlace
207,Arthropoda,Malacostraca,Amphipoda,Hyperiidae ,Themisto,Themisto_gaudichaudii,,,,,,,,"Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",https://doi.org/10.3354/meps08826
208,Chordata,Mammalia,Cetartiodactyla,Physeteridae ,Physeter,Physeter_macrocephalus,,,,,Cachalote,Pelágico,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
209,Chordata,Mammalia,Cetartiodactyla,Kogiidae,Kogia,Kogia_breviceps,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
210,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,Orcinus_orca,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
211,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Globicephala,Globicephala_melas,,,,,,,CAA,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
212,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,Pseudorca_crassidens,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
213,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
214,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_cruciger,,,,,Delfín cruzado,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
215,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lissodelphis,Lissodelphis_peronii,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
216,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_commersonii,,,,,Tonina overa,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
217,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_hectori,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
218,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Tursiops_truncatus,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
219,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Delphinus,Delphinus_delphis,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
220,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,Phocoena_dioptrica,,,,,Marsopa de anteojos,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
221,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Hyperoodon,Hyperoodon_planifrons,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
222,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Berardius,Berardius_arnuxii,,,,,Delfín picudo de Arnoux,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
223,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Ziphius,Ziphius_cavirostris,,,,,Ballena de Cuvier,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
224,Chordata,Mammalia,Cetartiodactyla,Ziphiidae ,Tasmacetus,Tasmacetus_shepherdi,,,,,Zifio de Shepherd,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
225,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_layardii,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
226,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_traversii,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
227,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_grayi,,,,,Delfín picudo de Gray,,CAA,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
228,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_bowdoini,,,,,Zifio de Andrew,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
229,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_hectori,,,,,Zifio de Hector,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
230,Chordata,Mammalia,Cetartiodactyla,Kogiidae,Kogia,Kogia_sima,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
231,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Grampus,Grampus_griseus,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
232,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Steno,Steno_bredanensis,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
233,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_peruvianus,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
234,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_densirostris,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
235,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_mirus,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
236,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_ginkgodens,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
237,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_mirus,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
238,Mollusca,Cephalopoda ,Oegopsida,Ancistrocheiridae ,Ancistrocheirus,Ancistrocheirus*,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
239,Chordata,Aves,Procellariiformes ,Diomedeidae ,Thalassarche,Thalassarche_melanophris,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
240,Chordata,Actinopteri,Perciformes,Nototheniidae ,Notothenia,Notothenia_rossii,,,,,,,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
241,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,,,,,Merluza negra,Demersal,,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
242,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes ,Eudyptes_chrysocome_chrysocome,,,,,,,CCH,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
243,Chordata,Aves,Sphenisciformes,Spheniscidae ,Spheniscus,Spheniscus_magellanicus_female,,,,,Pinguino Magallánico,Pelágico,"CCH, CB","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
244,Chordata,Aves,Sphenisciformes,Spheniscidae ,Spheniscus,Spheniscus_magellanicus_male,,,,,Pinguino Magallánico,Pelágico,"CCH, CB","Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
245,Chordata,Actinopteri ,Gadiformes,Macrouridae,Macrurus,Macrurus*,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
246,Chordata,Aves,Pelecaniformes,Phalacrocoracidae ,Phalacrocorax ,Phalacrocorax* ,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
247,Chordata,Aves,Procellariiformes,NA,NA,Procellariiformes*,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
248,Chordata,Aves,Procellariiformes,Procellariidae,NA,Procellariidae*,,,,,,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
